"workstream_record_id","search_source","query_id","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"A0158","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Designer labels for plant metabolism: statistical design of isotope labeling experiments for improved quantification of flux in complex plant metabolic networks","Shilpa Nargund; Ganesh Sriram","2012","10.1039/c2mb25253h","https://openalex.org/W2040703574","A-DUP-0130","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Direct isotope-design lead; full method not inspected."
"A0159","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Learning from quantitative data to understand central carbon metabolism","Fumio Matsuda; Yoshihiro Toya; Hiroshi Shimizu","2017","10.1016/j.biotechadv.2017.09.006","https://openalex.org/W2756093593","A-DUP-0131","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0160","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Strategies for Extending Metabolomics Studies with Stable Isotope Labelling and Fluxomics","Anubhav Srivastava; Greg M. Kowalski; Damien L. Callahan; Peter J. Meikle; Darren J. Creek","2016","10.3390/metabo6040032","https://openalex.org/W2529280609","A-DUP-0132","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0161","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Investigation of useful carbon tracers for 13 C-metabolic flux analysis of Escherichia coli by considering five experimentally determined flux distributions","Kousuke Maeda; Nobuyuki Okahashi; Yoshihiro Toya; Fumio Matsuda; Hiroshi Shimizu","2016","10.1016/j.meteno.2016.06.001","https://openalex.org/W2411445023","A-DUP-0133","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Direct tracer-design lead; full method not inspected."
"A0162","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Using Multiple Tracers for 13C Metabolic Flux Analysis","Maciek R. Antoniewicz","2013","10.1007/978-1-62703-299-5_17","https://openalex.org/W2413123072","A-DUP-0134","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0163","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Computational Framework for Machine-Learning-Enabled <sup>13</sup>C Fluxomics","Chao Wu; Jianping Yu; Michael T. Guarnieri; Wei Xiong","2021","10.1021/acssynbio.1c00189","https://openalex.org/W3210388257","A-DUP-0135","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0164","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Model validation and selection in metabolic flux analysis and flux balance analysis","Joshua A. M. Kaste; Yair Shachar‐Hill","2023","10.1002/btpr.3413","https://openalex.org/W4361304224","A-DUP-0026","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0165","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Comprehensive assessment of measurement uncertainty in 13C-based metabolic flux experiments","Teresa Mairinger; Wolfhard Wegscheider; David A. Peña; Matthias G. Steiger; Gunda Koellensperger; Jürgen Zanghellini; Stephan Hann","2018","10.1007/s00216-018-1017-7","https://openalex.org/W2797301123","A-DUP-0136","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0166","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Validation-based model selection for 13C metabolic flux analysis with uncertain measurement errors","Nicolas Sundqvist; Nina Grankvist; Jeramie D. Watrous; Mohit Jain; Roland Nilsson; Gunnar Cedersund","2022","10.1371/journal.pcbi.1009999","https://openalex.org/W4223583835","A-DUP-0052","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","P0030","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0167","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Metabolic flux analysis reaching genome wide coverage: lessons learned and future perspectives","John I. Hendry; Hoang V. Dinh; Charles Foster; Saratram Gopalakrishnan; Lin Wang; Costas D. Maranas","2020","10.1016/j.coche.2020.05.008","https://openalex.org/W3038231369","A-DUP-0137","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0168","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Stable isotope-based metabolic flux analysis: A robust tool for revealing toxicity pathways of emerging contaminants","Ruijia Zhang; Baowei Chen; Hui Zhang; Lanyin Tu; Tiangang Luan","2023","10.1016/j.trac.2022.116909","https://openalex.org/W4313528874","A-DUP-0138","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0169","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","13C metabolic flux analysis of recombinant expression hosts","Jamey D. Young","2014","10.1016/j.copbio.2014.10.004","https://openalex.org/W2049807779","A-DUP-0139","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0170","Crossref","PHASE2-SEARCH-0010","2026-07-31","tcaSIM: A Simulation Program for Optimal Design of 13C Tracer Experiments for Analysis of Metabolic Flux by NMR and Mass Spectroscopy","Jeffry R. Alger; A. Dean Sherry; Craig R. Malloy","2019","10.2174/2213235x07666181219115856","10.2174/2213235x07666181219115856","A-DUP-0140","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0171","Crossref","PHASE2-SEARCH-0010","2026-07-31","13C metabolic flux analysis: optimal design of isotopic labeling experiments","Maciek R Antoniewicz","2013","10.1016/j.copbio.2013.02.003","10.1016/j.copbio.2013.02.003","A-DUP-0069","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Secondary isotope-design review retained for primary-source discovery only."
"A0172","Crossref","PHASE2-SEARCH-0010","2026-07-31","Optimal tracers for parallel labeling experiments and 13C metabolic flux analysis: A new precision and synergy scoring system","Scott B. Crown; Christopher P. Long; Maciek R. Antoniewicz","2016","10.1016/j.ymben.2016.06.001","10.1016/j.ymben.2016.06.001","A-DUP-0122","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","P0037","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0173","Crossref","PHASE2-SEARCH-0010","2026-07-31","Optimal Reactor Design via Flux Profile Analysis for an Integrated Hydroformylation Process","","","10.1021/acs.iecr.7b01939.s001","10.1021/acs.iecr.7b01939.s001","A-DUP-0141","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0174","Crossref","PHASE2-SEARCH-0010","2026-07-31","Review for ""Optimal control for the metabolic activity of microbial cells through the metabolic flux parameterization""","","2025","10.1002/cjce.25733/v1/review1","10.1002/cjce.25733/v1/review1","A-DUP-0142","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0175","Crossref","PHASE2-SEARCH-0010","2026-07-31","On paradoxes between optimal growth, metabolic control analysis, and flux balance analysis","Hans V. Westerhoff","2023","10.1016/j.biosystems.2023.104998","10.1016/j.biosystems.2023.104998","A-DUP-0143","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0176","Crossref","PHASE2-SEARCH-0010","2026-07-31","1. Sequential Analysis and Optimal Design","Herman Chernoff","1972","10.1137/1.9781611970593.ch1","10.1137/1.9781611970593.ch1","A-DUP-0144","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0177","Crossref","PHASE2-SEARCH-0010","2026-07-31","Review for ""Optimal control for the metabolic activity of microbial cells through the metabolic flux parameterization""","","2025","10.1002/cjce.25733/v1/review2","10.1002/cjce.25733/v1/review2","A-DUP-0142","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0178","Crossref","PHASE2-SEARCH-0010","2026-07-31","Conservation of high-flux backbone in alternate optimal and near-optimal flux distributions of metabolic networks","Areejit Samal","2008","10.1007/s11693-009-9025-8","10.1007/s11693-009-9025-8","A-DUP-0145","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0179","Crossref","PHASE2-SEARCH-0010","2026-07-31","Decision letter for ""Optimal control for the metabolic activity of microbial cells through the metabolic flux parameterization""","","2025","10.1002/cjce.25733/v1/decision1","10.1002/cjce.25733/v1/decision1","A-DUP-0146","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0180","Crossref","PHASE2-SEARCH-0010","2026-07-31","Decision letter for ""Optimal control for the metabolic activity of microbial cells through the metabolic flux parameterization""","","2025","10.1002/cjce.25733/v2/decision1","10.1002/cjce.25733/v2/decision1","A-DUP-0146","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0181","Crossref","PHASE2-SEARCH-0010","2026-07-31","Utilizing elementary mode analysis, pathway thermodynamics, and a genetic algorithm for metabolic flux determination and optimal metabolic network design","Brett A Boghigian; Hai Shi; Kyongbum Lee; Blaine A Pfeifer","2010","10.1186/1752-0509-4-49","10.1186/1752-0509-4-49","A-DUP-0147","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0182","Crossref","PHASE2-SEARCH-0010","2026-07-31","Review for ""Optimal rotor design of novel axial flux synchronous reluctance motor and validation""","","2020","10.1002/2050-7038.12866/v1/review2","10.1002/2050-7038.12866/v1/review2","A-DUP-0148","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0183","Crossref","PHASE2-SEARCH-0010","2026-07-31","Transverse Flux Permanent Magnet Synchronous Motor Analysis, Optimal Design, and Control","Ion Boldea; Lucian Tutelea","2018","10.1201/9780429458316-12","10.1201/9780429458316-12","A-DUP-0149","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0184","Crossref","PHASE2-SEARCH-0010","2026-07-31","Review for ""Optimal rotor design of novel axial flux synchronous reluctance motor and validation""","","2020","10.1002/2050-7038.12866/v1/review1","10.1002/2050-7038.12866/v1/review1","A-DUP-0150","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0185","Crossref","PHASE2-SEARCH-0010","2026-07-31","Review for ""Optimal rotor design of novel axial flux synchronous reluctance motor and validation""","","2021","10.1002/2050-7038.12866/v2/review1","10.1002/2050-7038.12866/v2/review1","A-DUP-0151","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0186","Crossref","PHASE2-SEARCH-0010","2026-07-31","Sampling with poling-based flux balance analysis: optimal versus sub-optimal flux space analysis of Actinobacillus succinogenes","Michael Binns; Pedro de Atauri; Anestis Vlysidis; Marta Cascante; Constantinos Theodoropoulos","2015","10.1186/s12859-015-0476-5","10.1186/s12859-015-0476-5","A-DUP-0152","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0187","Crossref","PHASE2-SEARCH-0010","2026-07-31","Optimal Shape Design","","1992","10.1142/9789814439602_0013","10.1142/9789814439602_0013","A-DUP-0153","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0188","Crossref","PHASE2-SEARCH-0010","2026-07-31","8. Optimal Moment Matrices and Optimal Designs","","2006","10.1137/1.9780898719109.ch8","10.1137/1.9780898719109.ch8","A-DUP-0154","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0189","Crossref","PHASE2-SEARCH-0010","2026-07-31","Review for ""Optimal rotor design of novel axial flux synchronous reluctance motor and validation""","","2021","10.1002/2050-7038.12866/v2/review2","10.1002/2050-7038.12866/v2/review2","A-DUP-0155","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0190","Crossref","PHASE2-SEARCH-0010","2026-07-31","Review for ""Optimal rotor design of novel axial flux synchronous reluctance motor and validation""","","2020","10.1002/2050-7038.12866/v1/review3","10.1002/2050-7038.12866/v1/review3","A-DUP-0156","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0191","Crossref","PHASE2-SEARCH-0010","2026-07-31","Optimal experiment design in plasma protein metabolic studies: Sequential, optimal sampling schedules for quantifying kinetics","J. J. DiStefano","1984","10.1007/978-1-4613-2793-6_2","10.1007/978-1-4613-2793-6_2","A-DUP-0157","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0192","Crossref","PHASE2-SEARCH-0010","2026-07-31","Shape Design Sensitivity Analysis and Optimal Design of Structural Systems","Kyung K. Choi","1987","10.1007/978-3-642-83051-8_13","10.1007/978-3-642-83051-8_13","A-DUP-0158","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0193","Crossref","PHASE2-SEARCH-0010","2026-07-31","Optimal Control and Optimal Observers","","2007","10.1002/9780470059579.ch4","10.1002/9780470059579.ch4","A-DUP-0159","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0194","Crossref","PHASE2-SEARCH-0010","2026-07-31","Exact Optimal Designs and Sample Sizes in Model I of Regression Analysis","","2011","10.1201/b10934-15","10.1201/b10934-15","A-DUP-0160","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
