"workstream_record_id","search_source","query_id","search_date","title","year","doi_or_identifier","source_native_id","citation_anchor","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"AC0200","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis of Cyanothece sp. ATCC 51142 under mixotrophic conditions","","10.1007/s11120-013-9911-5","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0142","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0201","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Comparative genome-scale metabolic modeling of actinomycetes: the topology of essential core metabolism","","10.1016/j.febslet.2011.06.014","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0143","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0202","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13 C metabolic flux analysis: optimal design of isotopic labeling experiments","","10.1016/j.copbio.2013.02.003","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0096","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0203","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Determination of confidence intervals of metabolic fluxes estimated from stable isotope measurements","","10.1016/j.ymben.2006.01.004","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0003","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0204","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Designing robust optimal dynamic experiments","","10.1016/S0959-1524(01)00020-8","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0144","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0205","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Hit-and-Run algorithms for generating multivariate distributions","","10.1287/moor.18.2.255","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0145","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0206","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13 C metabolic flux analysis identifies an unusual route for pyruvate dissimilation in mycobacteria which requires isocitrate lyase and carbon dioxide fixation","","10.1371/journal.ppat.1002091","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0146","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0207","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Robust optimization–A comprehensive survey","","10.1016/j.cma.2007.03.003","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0147","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0208","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","The design of FluxML: a universal modeling language for 13 C metabolic flux analysis","","10.3389/fmicb.2019.01022","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0148","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0209","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Genome-scale analysis of Streptomyces coelicolor A3(2) metabolism","","10.1101/gr.3364705","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0149","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0210","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Multi-objective experimental design for 13 C-based metabolic flux analysis","","10.1016/j.mbs.2015.08.002","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0103","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0211","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Naturally-occurring β-lactamase inhibitors with antibacterial activity","","10.7164/antibiotics.29.668","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0150","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0212","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Manipulation of the physiology of clavulanic acid biosynthesis with the aid of metabolic flux analysis","","10.1016/j.enzmictec.2006.01.017","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0151","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0213","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Optimal tracers for parallel labeling experiments and 13 C metabolic flux analysis: a new precision and synergy scoring system","","10.1016/j.ymben.2016.06.001","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0098","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0214","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Advancing metabolic engineering through systems biology of industrial microorganisms","","10.1016/j.copbio.2015.08.006","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0072","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0215","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Antibiotics produced by Streptomyces","","10.1016/j.bjid.2012.08.014","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0152","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0216","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Microbial drug discovery: 80 years of progress","","10.1038/ja.2008.16","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0153","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0217","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Visualizing multi-omics data in metabolic networks with the software Omix - A case study","","10.1016/j.biosystems.2011.04.003","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0154","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0218","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Characterization of the metabolic response of Streptomyces clavuligerus to shear stress in stirred tanks and single-use 2D rocking motion bioreactors for clavulanic acid production","","10.3390/antibiotics8040168","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0155","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0219","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","A genome-scale insight into the effect of shear stress during the fed-batch production of clavulanic acid by Streptomyces clavuligerus","","10.3390/microorganisms8091255","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0156","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0220","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Semi-infinite programming: theory, methods, and applications","","10.1137/1035089","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0157","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0221","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic isotopomer labeling systems. Part II: structural flux identifiability analysis","","10.1016/S0025-5564(02)00222-5","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0095","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0222","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","HOPS: high-performance library for (non-)uniform sampling of convex-constrained models","","10.1093/bioinformatics/btaa872","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0158","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0223","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Numerical methods for optimal control problems in design of robust optimal experiments for nonlinear dynamic processes","","10.1080/10556780410001683078","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0114","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0224","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Systems metabolic engineering of microorganisms for natural and non-natural chemicals","","10.1038/nchembio.970","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0070","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0225","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Rational strain improvement for enhanced clavulanic acid production by genetic engineering of the glycolytic pathway in Streptomyces clavuligerus","","10.1016/j.ymben.2006.01.003","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0159","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0226","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Clavulanic acid production by Streptomyces clavuligerus : insights from systems biology, strain engineering, and downstream processing","","10.3390/antibiotics10010084","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0160","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0227","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","The sequence of a 1.8-mb bacterial linear plasmid reveals a rich evolutionary reservoir of secondary metabolic pathways","","10.1093/gbe/evq013","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0161","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0228","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Evaluation of 13 C isotopic tracers for metabolic flux analysis in mammalian cells","","10.1016/j.jbiotec.2009.07.010","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0016","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0229","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks. IV. Optimal design of isotopomer labeling experiments","","10.1002/(SICI)1097-0290(1999)66:2&lt;86::AID-BIT2&gt;3.0.CO;2-A","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0017","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0230","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","It is all about metabolic fluxes","","10.1128/JB.185.24.7031-7035.2003","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0162","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0231","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Visual workflows for 13 C-metabolic flux analysis","","10.1093/bioinformatics/btu585","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0163","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0232","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","A Pareto approach to resolve the conflict between information gain and experimental costs: multiple-criteria design of carbon labeling experiments","","10.1371/journal.pcbi.1006533","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0164","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0233","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Experimental design principles for isotopically instationary 13 C labeling experiments","","10.1002/bit.20803","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0046","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0234","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","New macrolide antibiotics produced by mutants from Streptomyces fradiae NRRL 2702","","10.7164/antibiotics.35.921","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0165","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0235","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Robust experiment design via maximin optimization","","10.1016/0025-5564(88)90097-1","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0166","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0236","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bibliometric analysis of global research on clavulanic acid","","10.3390/antibiotics7040102","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0167","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0237","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Streptomyces clavuligerus shows a strong association between TCA cycle intermediate accumulation and clavulanic acid biosynthesis","","10.1007/s00253-018-8841-8","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0168","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0238","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Inversion of the stereochemical configuration (3s, 5s)-clavaminic acid into (3r, 5r)-clavulanic acid: a computationally-assisted approach based on experimental evidence","","10.1016/j.jtbi.2016.01.028","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0169","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0239","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Planning optimal measurements of isotopomer distributions for estimation of metabolic fluxes","","10.1093/bioinformatics/btl069","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0170","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0240","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Flux balance analysis in the production of clavulanic acid by Streptomyces clavuligerus","","10.1002/btpr.2132","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0171","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0241","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic networks in motion: 13 C-based flux analysis","","10.1038/msb4100109","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0020","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0242","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Fermentation conditions that affect clavulanic acid production in Streptomyces clavuligerus : a systematic review","","10.3389/fmicb.2016.00522","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0172","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0243","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Proteome-wide alterations in an industrial clavulanic acid producing strain of Streptomyces clavuligerus","","10.1016/j.synbio.2016.10.003","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0173","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0244","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13CFLUX2 - high-performance software suite for 13 C-metabolic flux analysis","","10.1093/bioinformatics/bts646","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0106","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0245","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13 C metabolic flux analysis","","10.1006/mben.2001.0187","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0087","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0246","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","In vivo stationary flux analysis by 13 C labeling experiments","","10.1007/BFb0102334","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0174","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0247","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks. Part I: Modeling and simulation of carbon isotope labeling experiments","","10.1002/(SICI)1097-0290(19970705)55:1&lt;101::AID-BIT12&gt;3.0.CO;2-P","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0086","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0248","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks. Part III: explicit solution and analysis of isotopomer labeling systems","","10.1002/(SICI)1097-0290(1999)66:2&lt;69::AID-BIT1&gt;3.0.CO;2-6","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0089","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0249","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","A universal framework for 13 C metabolic flux analysis","","10.1006/mben.2001.0188","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0030","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0250","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","From stationary to instationary metabolic flux analysis","","10.1007/b98921","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0110","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0251","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks. Part II: Flux estimation and statistical analysis","","10.1002/(SICI)1097-0290(19970705)55:1&lt;118::AID-BIT13&gt;3.0.CO;2-I","","10.3389/fbioe.2021.685323","A-CLOSE-DUP-0090","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0252","PubMed","PHASE2-SEARCH-0057","2026-07-31","Metabolic flux analysis at ultra short time scale: isotopically non-stationary 13C labeling experiments.","2007","PMID:17207877","PMID:17207877","","A-CLOSE-DUP-0175","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective dynamic-design query."
"AC0253","PubMed","PHASE2-SEARCH-0057","2026-07-31","Computational tools for isotopically instationary 13C labeling experiments under metabolic steady state conditions.","2006","PMID:16890470","PMID:16890470","","A-CLOSE-DUP-0176","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective dynamic-design query."
"AC0254","PubMed","PHASE2-SEARCH-0057","2026-07-31","Experimental design principles for isotopically instationary 13C labeling experiments.","2006","PMID:16598793","PMID:16598793","","A-CLOSE-DUP-0177","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective dynamic-design query."
"AC0255","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","INCA: a computational platform for isotopically non-stationary metabolic flux analysis","2014","10.1093/bioinformatics/btu015","https://openalex.org/W2134138595","","A-CLOSE-DUP-0178","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0256","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","Isotopically nonstationary <sup>13</sup> C flux analysis of changes in <i>Arabidopsis thaliana</i> leaf metabolism due to high light acclimation","2014","10.1073/pnas.1319485111","https://openalex.org/W2100481323","","A-CLOSE-DUP-0179","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0257","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","OpenFLUX: efficient modelling software for 13C-based metabolic flux analysis","2009","10.1186/1475-2859-8-25","https://openalex.org/W2100398170","","A-CLOSE-DUP-0180","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0258","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","OpenMebius: An Open Source Software for Isotopically Nonstationary<sup>13</sup>C-Based Metabolic Flux Analysis","2014","10.1155/2014/627014","https://openalex.org/W2169376598","","A-CLOSE-DUP-0181","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0259","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","Isotopically nonstationary metabolic flux analysis (INST-MFA): putting theory into practice","2018","10.1016/j.copbio.2018.02.013","https://openalex.org/W2806788718","","A-CLOSE-DUP-0182","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0260","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","Flux Balance Analysis of Cyanobacterial Metabolism: The Metabolic Network of Synechocystis sp. PCC 6803","2013","10.1371/journal.pcbi.1003081","https://openalex.org/W2170319684","","A-CLOSE-DUP-0183","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0261","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","Metabolic Flux Analysis—Linking Isotope Labeling and Metabolic Fluxes","2020","10.3390/metabo10110447","https://openalex.org/W3096214969","","A-CLOSE-DUP-0184","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0262","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","The metabolic origins of non-photorespiratory CO2 release during photosynthesis: a metabolic flux analysis","2021","10.1093/plphys/kiab076","https://openalex.org/W3129607641","","A-CLOSE-DUP-0185","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0263","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","Rational design of 13C-labeling experiments for metabolic flux analysis in mammalian cells","2012","10.1186/1752-0509-6-43","https://openalex.org/W2008421457","","A-CLOSE-DUP-0097","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0264","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","Isotopically nonstationary metabolic flux analysis of plants: recent progress and future opportunities","2024","10.1111/nph.19734","https://openalex.org/W4394873463","","A-CLOSE-DUP-0186","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0265","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","The Protein Cost of Metabolic Fluxes: Prediction from Enzymatic Rate Laws and Cost Minimization","2016","10.1371/journal.pcbi.1005167","https://openalex.org/W2312280072","","A-CLOSE-DUP-0187","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0266","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","13C labeling experiments at metabolic nonstationary conditions: An exploratory study","2008","10.1186/1471-2105-9-152","https://openalex.org/W1992812133","","A-CLOSE-DUP-0188","FULL_TEXT_INCLUDED","","LEVEL_2_SUPPORTING","P0046","Prospective bounded API result."
"AC0267","OpenAlex","PHASE2-SEARCH-0058","2026-07-31","SUMOFLUX: A Generalized Method for Targeted 13C Metabolic Flux Ratio Analysis","2016","10.1371/journal.pcbi.1005109","https://openalex.org/W2520030234","","A-CLOSE-DUP-0189","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
