"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1DEF-0448","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","The information-outage probability of finite-length codes over AWGN channels","David Buckingham; Matthew C. Valenti","2008","10.1109/ciss.2008.4558558","https://openalex.org/W2055620998","A1DEF-DUP-0394","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0449","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","A ubiquitous, personalized computing environment for all: Teleporting in an X Window System Environment","T. Richardson; F. Bennett; Glenford Mapp; A. Hopper","1994","10.1109/mpc.1994.311827","https://openalex.org/W2090841176","A1DEF-DUP-0395","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0450","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Microwave Radio Links: From Theory to Design","Carlos Salema","2002","https://openalex.org/W593251972","https://openalex.org/W593251972","A1DEF-DUP-0396","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0451","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Coding theorems of information theory","Amiel Feinstein","1963","10.1016/s0019-9958(63)90434-0","https://openalex.org/W1990209594","A1DEF-DUP-0397","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0452","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Inequalities for Bessel Functions of a Purely Imaginary Argument","A. V. Prokhorov","1968","10.1137/1113063","https://openalex.org/W2070496065","A1DEF-DUP-0398","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0453","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","In-Band Full-Duplex Wireless: Challenges and Opportunities","Ashutosh Sabharwal; Philip Schniter; Dongning Guo; Daniel W. Bliss; Sampath Rangarajan; Risto Wichman","2014","10.1109/jsac.2014.2330193","https://openalex.org/W2049516452","A1DEF-DUP-0399","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0454","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Massive MIMO Networks: Spectral, Energy, and Hardware Efficiency","Emil Björnson; Jakob Hoydis; Luca Sanguinetti","2017","10.1561/2000000093","https://openalex.org/W2770606349","A1DEF-DUP-0400","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0455","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Towards 6G wireless communication networks: vision, enabling technologies, and new paradigm shifts","Xiaohu You; Cheng‐Xiang Wang; Jie Huang; Xiqi Gao; Zaichen Zhang; Mao Wang; Yongming Huang; Chuan Zhang; Yanxiang Jiang; Jiaheng Wang; Min Zhu; Bin Sheng; Dongming Wang; Zhiwen Pan; Pengcheng Zhu; Yang Yang; Zening Liu; Ping Zhang; Xiaofeng Tao; Shaoqian Li; Zhi Chen; Xinying Ma; I Chih‐Lin; Shuangfeng Han; Ke Li; Chengkang Pan; Zhimin Zheng; Lajos Hanzo; Xuemin Shen; Yingjie Jay Guo; Zhiguo Ding; Harald Haas; Wen Tong; Peiying Zhu; Ganghua Yang; Jun Wang; Erik G. Larsson; Hien Quoc Ngo; Wei Hong; Haiming Wang; Debin Hou; Jixin Chen; Zhe Chen; Zhang‐Cheng Hao; Geoffrey Ye Li; Rahim Tafazolli; Yue Gao; H. Vincent Poor; Gerhard Fettweis; Ying‐Chang Liang","2020","10.1007/s11432-020-2955-6","https://openalex.org/W3110989801","A1DEF-DUP-0401","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0456","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","List Decoding of Polar Codes","Ido Tal; Alexander Vardy","2015","10.1109/tit.2015.2410251","https://openalex.org/W2106045225","A1DEF-DUP-0402","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0457","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Deep Joint Source-Channel Coding for Wireless Image Transmission","Eirina Bourtsoulatze; David Burth Kurka; Denız Gündüz","2019","10.1109/tccn.2019.2919300","https://openalex.org/W2946889564","A1DEF-DUP-0403","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0458","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Toward Massive, Ultrareliable, and Low-Latency Wireless Communication With Short Packets","Giuseppe Durisi; Tobias Koch; Petar Popovski","2016","10.1109/jproc.2016.2537298","https://openalex.org/W2262889796","A1DEF-DUP-0404","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0459","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Edge Artificial Intelligence for 6G: Vision, Enabling Technologies, and Applications","Khaled B. Letaief; Yuanming Shi; Jianmin Lu; Jianhua Lu","2021","10.1109/jsac.2021.3126076","https://openalex.org/W3212941463","A1DEF-DUP-0405","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0460","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Classifications and Applications of Physical Layer Security Techniques for Confidentiality: A Comprehensive Survey","Jehad M. Hamamreh; Haji M. Furqan; Hüseyin Arslan","2018","10.1109/comst.2018.2878035","https://openalex.org/W2898104747","A1DEF-DUP-0406","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0461","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Energy-efficient wireless communications: tutorial, survey, and open issues","Geoffrey Li; Zhikun Xu; Cong Xiong; Chenyang Yang; Shunqing Zhang; Yan Chen; Shugong Xu","2011","10.1109/mwc.2011.6108331","https://openalex.org/W2154319347","A1DEF-DUP-0407","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0462","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Massive Access for 5G and Beyond","Xiaoming Chen; Derrick Wing Kwan Ng; Wei Yu; Erik G. Larsson; Naofal Al‐Dhahir; Robert Schober","2020","10.1109/jsac.2020.3019724","https://openalex.org/W3089248281","A1DEF-DUP-0408","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0463","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Federated learning over wireless fading channels","Mohammad Mohammadi Amiri; Denız Gündüz","2020","10.1109/twc.2020.2974748","https://openalex.org/W3006919779","A1DEF-DUP-0409","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0464","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Quasi-Static Multiple-Antenna Fading Channels at Finite Blocklength","Wei Yang; Giuseppe Durisi; Tobias Koch; Yury Polyanskiy","2014","10.1109/tit.2014.2318726","https://openalex.org/W2036533317","A1DEF-DUP-0410","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0465","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Cellular, Wide-Area, and Non-Terrestrial IoT: A Survey on 5G Advances and the Road Toward 6G","Mojtaba Vaezi; Amin Azari; Saeed R. Khosravirad; Mahyar Shirvanimoghaddam; Mohammad Mahdi Azari; Danai Chasaki; Petar Popovski","2022","10.1109/comst.2022.3151028","https://openalex.org/W3180641418","A1DEF-DUP-0411","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0466","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Evolution of NOMA Toward Next Generation Multiple Access (NGMA) for 6G","Yuanwei Liu; Shuowen Zhang; Xidong Mu; Zhiguo Ding; Robert Schober; Naofal Al‐Dhahir; Ekram Hossain; Xuemin Shen","2022","10.1109/jsac.2022.3145234","https://openalex.org/W4210439023","A1DEF-DUP-0412","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0467","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","List decoding of polar codes","Ido Tal; Alexander Vardy","2011","10.1109/isit.2011.6033904","https://openalex.org/W2134750166","A1DEF-DUP-0413","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0468","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","A Comprehensive Overview on 5G-and-Beyond Networks With UAVs: From Communications to Sensing and Intelligence","Qingqing Wu; Jie Xu; Yong Zeng; Derrick Wing Kwan Ng; Naofal Al‐Dhahir; Robert Schober; A. Lee Swindlehurst","2021","10.1109/jsac.2021.3088681","https://openalex.org/W3167450743","A1DEF-DUP-0414","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0469","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","A perspective on massive random-access","Yury Polyanskiy","2017","10.1109/isit.2017.8006984","https://openalex.org/W2742359230","A1DEF-DUP-0415","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0470","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Ultra-Reliable and Low-Latency Communications in 5G Downlink: Physical Layer Aspects","Hyoungju Ji; Sunho Park; Jeongho Yeo; Younsun Kim; Juho Lee; Byonghyo Shim","2018","10.1109/mwc.2018.1700294","https://openalex.org/W2796181329","A1DEF-DUP-0416","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0471","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Covert Communication Over Noisy Channels: A Resolvability Perspective","Matthieu R. Bloch","2016","10.1109/tit.2016.2530089","https://openalex.org/W1897081267","A1DEF-DUP-0417","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0472","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Wireless Access for Ultra-Reliable Low-Latency Communication: Principles and Building Blocks","Petar Popovski; Jimmy Jessen Nielsen; Čedomir Stefanović; Elisabeth de Carvalho; Erik G. Ström; Kasper Fløe Trillingsgaard; Alexandru-Sabin Bana; Dong Min Kim; Radosław Kotaba; Jihong Park; René Sørensen","2018","10.1109/mnet.2018.1700258","https://openalex.org/W2776794349","A1DEF-DUP-0418","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0473","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","An Adaptive Successive Cancellation List Decoder for Polar Codes with Cyclic Redundancy Check","Bin Li; Hui Shen; David Tse","2012","10.1109/lcomm.2012.111612.121898","https://openalex.org/W1972808865","A1DEF-DUP-0419","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0474","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","A Tutorial on Ultrareliable and Low-Latency Communications in 6G: Integrating Domain Knowledge Into Deep Learning","Changyang She; Chengjian Sun; Zhouyou Gu; Yonghui Li; Chenyang Yang; H. Vincent Poor; Branka Vucetic","2021","10.1109/jproc.2021.3053601","https://openalex.org/W3135089279","A1DEF-DUP-0420","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0475","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Fundamental Limits of Communication With Low Probability of Detection","Ligong Wang; Gregory W. Wornell; Lizhong Zheng","2016","10.1109/tit.2016.2548471","https://openalex.org/W3104101844","A1DEF-DUP-0421","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0476","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Achieving the Secrecy Capacity of Wiretap Channels Using Polar Codes","Hessam Mahdavifar; Alexander Vardy","2011","10.1109/tit.2011.2162275","https://openalex.org/W2211831180","A1DEF-DUP-0422","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0477","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Ultra-Reliable Low Latency Cellular Networks: Use Cases, Challenges and Approaches","He Chen; Rana Abbas; Peng Cheng; Mahyar Shirvanimoghaddam; Wibowo Hardjawana; Wei Bao; Yonghui Li; Branka Vucetic","2018","10.1109/mcom.2018.1701178","https://openalex.org/W2963494103","A1DEF-DUP-0423","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0478","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","A strong converse bound for multiple hypothesis testing, with applications to high-dimensional estimation","Ramji Venkataramanan; Oliver Johnson","2018","10.1214/18-ejs1419","https://openalex.org/W2790620458","A1DEF-DUP-0123","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_anchor_openalex.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0479","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Elements of Information Theory","Thomas M. Cover; Joy A. Thomas","2001","10.1002/0471200611","https://openalex.org/W2099111195","A1DEF-DUP-0424","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0480","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Compressed sensing","David L. Donoho","2004","https://openalex.org/W2296616510","https://openalex.org/W2296616510","A1DEF-DUP-0425","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0481","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Robust uncertainty principles: exact signal reconstruction from highly incomplete frequency information","Emmanuel J. Candès; Justin Romberg; Terence Tao","2006","10.1109/tit.2005.862083","https://openalex.org/W2145096794","A1DEF-DUP-0426","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0482","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Decoding by Linear Programming","Emmanuel J. Candès; Terence Tao","2005","10.1109/tit.2005.858979","https://openalex.org/W2129131372","A1DEF-DUP-0427","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0483","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Channel Coding Rate in the Finite Blocklength Regime","Yury Polyanskiy; H. Vincent Poor; Sergio Verdú","2010","10.1109/tit.2010.2043769","https://openalex.org/W2106864314","A1DEF-DUP-0373","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0484","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","The restricted isometry property and its implications for compressed sensing","Emmanuel J. Candès","2008","10.1016/j.crma.2008.03.014","https://openalex.org/W2015418199","A1DEF-DUP-0428","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0485","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Introduction to Nonparametric Estimation","Alexandre B. Tsybakov","2008","10.1007/b13794","https://openalex.org/W1511694993","A1DEF-DUP-0429","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0486","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Simultaneous analysis of Lasso and Dantzig selector","Peter J. Bickel; Ya’acov Ritov; Alexandre B. Tsybakov","2009","10.1214/08-aos620","https://openalex.org/W2116581043","A1DEF-DUP-0430","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
