"phase2a1_record_id","workstream_families","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","canonical_record_id","deduplication_basis","source_ledger","source_duplicate_group","source_screening_state","screening_state","source_exclusion_reason","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","final_record_id","corpus_action","source_proposed_corpus_record","raw_snapshot","notes"
"A1DEF-0441","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","The coding of messages subject to chance errors","J. Wolfowitz","1957","10.1215/ijm/1255380682","https://openalex.org/W1588709600","A1-DUP-0721","A1DEF-0441","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0387","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0442","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","An application of Fourier methods to the problem of sharpening the Berry-Esseen inequality","Paul Beek","1972","10.1007/bf00536558","https://openalex.org/W2018287613","A1-DUP-0722","A1DEF-0442","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0388","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0443","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Certain results in coding theory for noisy channels","Claude E. Shannon","1957","10.1016/s0019-9958(57)90039-6","https://openalex.org/W2008825922","A1-DUP-0723","A1DEF-0443","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0389","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0444","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Code Performance as a Function of Block Size","S. Dolinar; D. Divsalar; F. Pollara","1998","https://openalex.org/W1619724041","https://openalex.org/W1619724041","A1-DUP-0724","A1DEF-0444","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0390","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0445","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Notes on a general strong converse","J. Wolfowitz","1968","10.1016/s0019-9958(68)90112-5","https://openalex.org/W2094027184","A1-DUP-0725","A1DEF-0445","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0391","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0446","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Bounds on Communication","D. Slepian","1963","10.1002/j.1538-7305.1963.tb04013.x","https://openalex.org/W2017309302","A1-DUP-0726","A1DEF-0446","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0392","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0447","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Mathematical Problems in the Shannon Theory of Optimal Coding of Information","R. L. Dobrushin","1961","https://openalex.org/W1597135703","https://openalex.org/W1597135703","A1-DUP-0727","A1DEF-0447","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0393","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0448","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","The information-outage probability of finite-length codes over AWGN channels","David Buckingham; Matthew C. Valenti","2008","10.1109/ciss.2008.4558558","https://openalex.org/W2055620998","A1-DUP-0728","A1DEF-0448","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0394","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0449","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","A ubiquitous, personalized computing environment for all: Teleporting in an X Window System Environment","T. Richardson; F. Bennett; Glenford Mapp; A. Hopper","1994","10.1109/mpc.1994.311827","https://openalex.org/W2090841176","A1-DUP-0729","A1DEF-0449","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0395","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0450","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Microwave Radio Links: From Theory to Design","Carlos Salema","2002","https://openalex.org/W593251972","https://openalex.org/W593251972","A1-DUP-0730","A1DEF-0450","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0396","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0451","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Coding theorems of information theory","Amiel Feinstein","1963","10.1016/s0019-9958(63)90434-0","https://openalex.org/W1990209594","A1-DUP-0731","A1DEF-0451","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0397","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0452","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Inequalities for Bessel Functions of a Purely Imaginary Argument","A. V. Prokhorov","1968","10.1137/1113063","https://openalex.org/W2070496065","A1-DUP-0732","A1DEF-0452","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0398","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0453","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","In-Band Full-Duplex Wireless: Challenges and Opportunities","Ashutosh Sabharwal; Philip Schniter; Dongning Guo; Daniel W. Bliss; Sampath Rangarajan; Risto Wichman","2014","10.1109/jsac.2014.2330193","https://openalex.org/W2049516452","A1-DUP-0733","A1DEF-0453","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0399","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0454","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Massive MIMO Networks: Spectral, Energy, and Hardware Efficiency","Emil Björnson; Jakob Hoydis; Luca Sanguinetti","2017","10.1561/2000000093","https://openalex.org/W2770606349","A1-DUP-0734","A1DEF-0454","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0400","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0455","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Towards 6G wireless communication networks: vision, enabling technologies, and new paradigm shifts","Xiaohu You; Cheng‐Xiang Wang; Jie Huang; Xiqi Gao; Zaichen Zhang; Mao Wang; Yongming Huang; Chuan Zhang; Yanxiang Jiang; Jiaheng Wang; Min Zhu; Bin Sheng; Dongming Wang; Zhiwen Pan; Pengcheng Zhu; Yang Yang; Zening Liu; Ping Zhang; Xiaofeng Tao; Shaoqian Li; Zhi Chen; Xinying Ma; I Chih‐Lin; Shuangfeng Han; Ke Li; Chengkang Pan; Zhimin Zheng; Lajos Hanzo; Xuemin Shen; Yingjie Jay Guo; Zhiguo Ding; Harald Haas; Wen Tong; Peiying Zhu; Ganghua Yang; Jun Wang; Erik G. Larsson; Hien Quoc Ngo; Wei Hong; Haiming Wang; Debin Hou; Jixin Chen; Zhe Chen; Zhang‐Cheng Hao; Geoffrey Ye Li; Rahim Tafazolli; Yue Gao; H. Vincent Poor; Gerhard Fettweis; Ying‐Chang Liang","2020","10.1007/s11432-020-2955-6","https://openalex.org/W3110989801","A1-DUP-0735","A1DEF-0455","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0401","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0456","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","List Decoding of Polar Codes","Ido Tal; Alexander Vardy","2015","10.1109/tit.2015.2410251","https://openalex.org/W2106045225","A1-DUP-0736","A1DEF-0456","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0402","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0457","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Deep Joint Source-Channel Coding for Wireless Image Transmission","Eirina Bourtsoulatze; David Burth Kurka; Denız Gündüz","2019","10.1109/tccn.2019.2919300","https://openalex.org/W2946889564","A1-DUP-0737","A1DEF-0457","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0403","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0458","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Toward Massive, Ultrareliable, and Low-Latency Wireless Communication With Short Packets","Giuseppe Durisi; Tobias Koch; Petar Popovski","2016","10.1109/jproc.2016.2537298","https://openalex.org/W2262889796","A1-DUP-0738","A1DEF-0458","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0404","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0459","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Edge Artificial Intelligence for 6G: Vision, Enabling Technologies, and Applications","Khaled B. Letaief; Yuanming Shi; Jianmin Lu; Jianhua Lu","2021","10.1109/jsac.2021.3126076","https://openalex.org/W3212941463","A1-DUP-0739","A1DEF-0459","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0405","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0460","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Classifications and Applications of Physical Layer Security Techniques for Confidentiality: A Comprehensive Survey","Jehad M. Hamamreh; Haji M. Furqan; Hüseyin Arslan","2018","10.1109/comst.2018.2878035","https://openalex.org/W2898104747","A1-DUP-0740","A1DEF-0460","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0406","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0461","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Energy-efficient wireless communications: tutorial, survey, and open issues","Geoffrey Li; Zhikun Xu; Cong Xiong; Chenyang Yang; Shunqing Zhang; Yan Chen; Shugong Xu","2011","10.1109/mwc.2011.6108331","https://openalex.org/W2154319347","A1-DUP-0741","A1DEF-0461","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0407","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0462","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Massive Access for 5G and Beyond","Xiaoming Chen; Derrick Wing Kwan Ng; Wei Yu; Erik G. Larsson; Naofal Al‐Dhahir; Robert Schober","2020","10.1109/jsac.2020.3019724","https://openalex.org/W3089248281","A1-DUP-0742","A1DEF-0462","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0408","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0463","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Federated learning over wireless fading channels","Mohammad Mohammadi Amiri; Denız Gündüz","2020","10.1109/twc.2020.2974748","https://openalex.org/W3006919779","A1-DUP-0743","A1DEF-0463","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0409","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0464","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Quasi-Static Multiple-Antenna Fading Channels at Finite Blocklength","Wei Yang; Giuseppe Durisi; Tobias Koch; Yury Polyanskiy","2014","10.1109/tit.2014.2318726","https://openalex.org/W2036533317","A1-DUP-0744","A1DEF-0464","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0410","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0465","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Cellular, Wide-Area, and Non-Terrestrial IoT: A Survey on 5G Advances and the Road Toward 6G","Mojtaba Vaezi; Amin Azari; Saeed R. Khosravirad; Mahyar Shirvanimoghaddam; Mohammad Mahdi Azari; Danai Chasaki; Petar Popovski","2022","10.1109/comst.2022.3151028","https://openalex.org/W3180641418","A1-DUP-0745","A1DEF-0465","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0411","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0466","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Evolution of NOMA Toward Next Generation Multiple Access (NGMA) for 6G","Yuanwei Liu; Shuowen Zhang; Xidong Mu; Zhiguo Ding; Robert Schober; Naofal Al‐Dhahir; Ekram Hossain; Xuemin Shen","2022","10.1109/jsac.2022.3145234","https://openalex.org/W4210439023","A1-DUP-0746","A1DEF-0466","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0412","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0467","D-F","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","List decoding of polar codes","Ido Tal; Alexander Vardy","2011","10.1109/isit.2011.6033904","https://openalex.org/W2134750166","A1-DUP-0747","A1DEF-0467","UNIQUE_OCCURRENCE","DEF","A1DEF-DUP-0413","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_polyanskiy_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
